id,title,difficulty,acceptanceRate,totalAccepted,totalSubmissions,trueDifficultyScore,url
3452,Sum of Good Numbers,Easy,69.04%,42317,61291,244.04,https://leetcode.com/problems/sum-of-good-numbers/
2347,Best Poker Hand,Easy,61.11%,48096,78704,243.67,https://leetcode.com/problems/best-poker-hand/
1084,Sales Analysis III,Easy,46.70%,169653,363281,243.46,https://leetcode.com/problems/sales-analysis-iii/
2873,Maximum Value of an Ordered Triplet I,Easy,58.30%,193293,331528,243.29,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-i/
3014,Minimum Number of Pushes to Type Word I,Easy,66.10%,45801,69289,242.92,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/
2908,Minimum Sum of Mountain Triplets I,Easy,65.81%,41897,63663,242.89,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i/
717,1-bit and 2-bit Characters,Easy,45.11%,150729,334136,242.43,https://leetcode.com/problems/1-bit-and-2-bit-characters/
2833,Furthest Point From Origin,Easy,64.30%,54549,84836,242.23,https://leetcode.com/problems/furthest-point-from-origin/
1008,Construct Binary Search Tree from Preorder Traversal,Medium,83.13%,444791,535054,242.19,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/
77,Combinations,Medium,72.66%,1106963,1523482,242.12,https://leetcode.com/problems/combinations/
836,Rectangle Overlap,Easy,45.64%,164137,359649,242.09,https://leetcode.com/problems/rectangle-overlap/
1769,Minimum Number of Operations to Move All Balls to Each Box,Medium,90.12%,299318,332116,242.04,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box/
1790,Check if One String Swap Can Make Strings Equal,Easy,49.45%,292339,591238,242.03,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal/
122,Best Time to Buy and Sell Stock II,Medium,69.25%,2483479,3586502,242.0,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/
2582,Pass the Pillow,Easy,56.54%,204184,361157,241.94,https://leetcode.com/problems/pass-the-pillow/
807,Max Increase to Keep City Skyline,Medium,86.18%,176186,204446,241.88,https://leetcode.com/problems/max-increase-to-keep-city-skyline/
442,Find All Duplicates in an Array,Medium,76.33%,898470,1177062,241.4,https://leetcode.com/problems/find-all-duplicates-in-an-array/
1317,Convert Integer to the Sum of Two No-Zero Integers,Easy,54.16%,56956,105167,241.28,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers/
2273,Find Resultant Array After Removing Anagrams,Easy,59.33%,75641,127502,241.24,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams/
1302,Deepest Leaves Sum,Medium,86.31%,369200,427749,241.18,https://leetcode.com/problems/deepest-leaves-sum/
2148,Count Elements With Strictly Smaller and Greater Elements ,Easy,59.18%,68695,116075,240.5,https://leetcode.com/problems/count-elements-with-strictly-smaller-and-greater-elements/
173,Binary Search Tree Iterator,Medium,74.60%,946323,1268543,240.46,https://leetcode.com/problems/binary-search-tree-iterator/
414,Third Maximum Number,Easy,36.99%,671111,1814251,239.49,https://leetcode.com/problems/third-maximum-number/
989,Add to Array-Form of Integer,Easy,45.02%,298119,662140,238.75,https://leetcode.com/problems/add-to-array-form-of-integer/
2455,Average Value of Even Numbers That Are Divisible by Three,Easy,61.48%,75681,123102,238.54,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three/
3206,Alternating Groups I,Easy,67.50%,62276,92267,238.44,https://leetcode.com/problems/alternating-groups-i/
3402,Minimum Operations to Make Columns Strictly Increasing,Easy,71.95%,31909,44350,238.38,https://leetcode.com/problems/minimum-operations-to-make-columns-strictly-increasing/
1560,Most Visited Sector in  a Circular Track,Easy,59.01%,36103,61180,238.15,https://leetcode.com/problems/most-visited-sector-in-a-circular-track/
3210,Find the Encrypted String,Easy,67.84%,61397,90507,237.71,https://leetcode.com/problems/find-the-encrypted-string/
102,Binary Tree Level Order Traversal,Medium,70.28%,2789444,3968773,236.97,https://leetcode.com/problems/binary-tree-level-order-traversal/
2210,Count Hills and Valleys in an Array,Easy,61.52%,59554,96798,236.83,https://leetcode.com/problems/count-hills-and-valleys-in-an-array/
1886,Determine Whether Matrix Can Be Obtained By Rotation,Easy,57.93%,83630,144365,236.29,https://leetcode.com/problems/determine-whether-matrix-can-be-obtained-by-rotation/
3033,Modify the Matrix,Easy,68.20%,49123,72031,236.2,https://leetcode.com/problems/modify-the-matrix/
671,Second Minimum Node In a Binary Tree,Easy,45.26%,218377,482450,236.01,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree/
763,Partition Labels,Medium,81.48%,710175,871562,235.81,https://leetcode.com/problems/partition-labels/
3074,Apple Redistribution into Boxes,Easy,68.00%,56662,83324,235.63,https://leetcode.com/problems/apple-redistribution-into-boxes/
1731,The Number of Employees Which Report to Each Employee,Easy,51.96%,262323,504891,235.04,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee/
2269,Find the K-Beauty of a Number,Easy,61.50%,74566,121246,235.0,https://leetcode.com/problems/find-the-k-beauty-of-a-number/
1184,Distance Between Bus Stops,Easy,54.61%,70141,128450,234.51,https://leetcode.com/problems/distance-between-bus-stops/
797,All Paths From Source to Target,Medium,83.05%,602318,725252,234.12,https://leetcode.com/problems/all-paths-from-source-to-target/
2883,Drop Missing Data,Easy,64.36%,106789,165921,233.87,https://leetcode.com/problems/drop-missing-data/
1984,Minimum Difference Between Highest and Lowest of K Scores,Easy,58.34%,106412,182403,233.75,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/
1640,Check Array Formation Through Concatenation,Easy,56.93%,87640,153944,233.71,https://leetcode.com/problems/check-array-formation-through-concatenation/
1211,Queries Quality and Percentage,Easy,47.52%,355073,747266,233.53,https://leetcode.com/problems/queries-quality-and-percentage/
3432,Count Partitions with Even Sum Difference,Easy,72.26%,44512,61602,233.52,https://leetcode.com/problems/count-partitions-with-even-sum-difference/
2980,Check if Bitwise OR Has Trailing Zeros,Easy,69.65%,40630,58333,233.47,https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/
2144,Minimum Cost of Buying Candies With Discount,Easy,61.99%,64100,103405,233.16,https://leetcode.com/problems/minimum-cost-of-buying-candies-with-discount/
2293,Min Max Game,Easy,63.66%,56782,89199,232.88,https://leetcode.com/problems/min-max-game/
3314,Construct the Minimum Bitwise Array I,Easy,73.83%,28145,38123,232.83,https://leetcode.com/problems/construct-the-minimum-bitwise-array-i/
819,Most Common Word,Easy,44.53%,406539,912894,232.58,https://leetcode.com/problems/most-common-word/
1038,Binary Search Tree to Greater Sum Tree,Medium,88.24%,312796,354481,232.54,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree/
507,Perfect Number,Easy,44.51%,265822,597170,232.26,https://leetcode.com/problems/perfect-number/
2231,Largest Number After Digit Swaps by Parity,Easy,63.49%,56306,88681,232.25,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/
2540,Minimum Common Value,Easy,58.22%,276815,475444,232.04,https://leetcode.com/problems/minimum-common-value/
1005,Maximize Sum Of Array After K Negations,Easy,52.21%,111926,214390,231.58,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations/
2016,Maximum Difference Between Increasing Elements,Easy,59.04%,114563,194041,231.32,https://leetcode.com/problems/maximum-difference-between-increasing-elements/
654,Maximum Binary Tree,Medium,85.87%,327928,381878,231.27,https://leetcode.com/problems/maximum-binary-tree/
230,Kth Smallest Element in a BST,Medium,75.08%,1838471,2448650,231.11,https://leetcode.com/problems/kth-smallest-element-in-a-bst/
1869,Longer Contiguous Segments of Ones than Zeros,Easy,61.55%,55410,90027,231.0,https://leetcode.com/problems/longer-contiguous-segments-of-ones-than-zeros/
49,Group Anagrams,Medium,70.71%,3731439,5277436,230.72,https://leetcode.com/problems/group-anagrams/
2639,Find the Width of Columns of a Grid,Easy,69.15%,33805,48886,230.71,https://leetcode.com/problems/find-the-width-of-columns-of-a-grid/
1523,Count Odd Numbers in an Interval Range,Easy,50.46%,373682,740590,230.46,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range/
2094,Finding 3-Digit Even Numbers,Easy,64.52%,44653,69209,229.7,https://leetcode.com/problems/finding-3-digit-even-numbers/
1995,Count Special Quadruplets,Easy,63.07%,52843,83782,229.68,https://leetcode.com/problems/count-special-quadruplets/
535,Encode and Decode TinyURL,Medium,86.31%,284816,329998,229.56,https://leetcode.com/problems/encode-and-decode-tinyurl/
3492,Maximum Containers on a Ship,Easy,74.45%,40584,54515,229.54,https://leetcode.com/problems/maximum-containers-on-a-ship/
2164,Sort Even and Odd Indices Independently,Easy,62.54%,77124,123310,229.41,https://leetcode.com/problems/sort-even-and-odd-indices-independently/
1175,Prime Arrangements,Easy,59.32%,36842,62110,229.36,https://leetcode.com/problems/prime-arrangements/
482,License Key Formatting,Easy,44.60%,315827,708077,229.15,https://leetcode.com/problems/license-key-formatting/
2917,Find the K-or of an Array,Easy,71.98%,30885,42908,229.14,https://leetcode.com/problems/find-the-k-or-of-an-array/
2224,Minimum Number of Operations to Convert Time,Easy,65.47%,49130,75040,228.18,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/
3274,Check if Two Chessboard Squares Have the Same Color,Easy,71.78%,61147,85185,227.46,https://leetcode.com/problems/check-if-two-chessboard-squares-have-the-same-color/
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,Easy,65.09%,203792,313116,227.32,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/
1275,Find Winner on a Tic Tac Toe Game,Easy,54.13%,150591,278196,227.26,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/
2319,Check if Matrix Is X-Matrix,Easy,65.38%,62252,95211,227.09,https://leetcode.com/problems/check-if-matrix-is-x-matrix/
830,Positions of Large Groups,Easy,52.85%,107299,203021,226.81,https://leetcode.com/problems/positions-of-large-groups/
628,Maximum Product of Three Numbers,Easy,45.26%,403595,891711,226.79,https://leetcode.com/problems/maximum-product-of-three-numbers/
1437,Check If All 1's Are at Least Length K Places Away,Easy,58.04%,87161,150185,226.54,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/
2395,Find Subarrays With Equal Sum,Easy,66.11%,61908,93642,226.53,https://leetcode.com/problems/find-subarrays-with-equal-sum/
2243,Calculate Digit Sum of a String,Easy,66.49%,46785,70363,226.24,https://leetcode.com/problems/calculate-digit-sum-of-a-string/
1141,User Activity for the Past 30 Days I,Easy,49.39%,380244,769857,225.76,https://leetcode.com/problems/user-activity-for-the-past-30-days-i/
2068,Check Whether Two Strings are Almost Equivalent,Easy,63.59%,70121,110274,225.75,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent/
2928,Distribute Candies Among Children I,Easy,73.16%,31516,43079,225.62,https://leetcode.com/problems/distribute-candies-among-children-i/
3304,Find the K-th Character in String Game I,Easy,72.96%,56823,77881,225.59,https://leetcode.com/problems/find-the-k-th-character-in-string-game-i/
2303,Calculate Amount Paid in Taxes,Easy,67.21%,46549,69259,225.39,https://leetcode.com/problems/calculate-amount-paid-in-taxes/
39,Combination Sum,Medium,74.37%,2499106,3360230,225.22,https://leetcode.com/problems/combination-sum/
3370,Smallest Number With All Set Bits,Easy,75.75%,36547,48247,224.73,https://leetcode.com/problems/smallest-number-with-all-set-bits/
645,Set Mismatch,Easy,44.91%,524897,1168886,224.57,https://leetcode.com/problems/set-mismatch/
1971,Find if Path Exists in Graph,Easy,53.91%,551792,1023531,223.95,https://leetcode.com/problems/find-if-path-exists-in-graph/
1629,Slowest Key,Easy,59.24%,109196,184332,223.75,https://leetcode.com/problems/slowest-key/
680,Valid Palindrome II,Easy,42.84%,953004,2224439,223.09,https://leetcode.com/problems/valid-palindrome-ii/
2200,Find All K-Distant Indices in an Array,Easy,67.19%,47778,71109,223.05,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array/
1763,Longest Nice Substring,Easy,62.27%,73840,118580,222.87,https://leetcode.com/problems/longest-nice-substring/
2923,Find Champion I,Easy,72.26%,46972,65005,222.71,https://leetcode.com/problems/find-champion-i/
3069,Distribute Elements Into Two Arrays I,Easy,72.83%,52567,72176,222.39,https://leetcode.com/problems/distribute-elements-into-two-arrays-i/
263,Ugly Number,Easy,42.29%,628578,1486226,222.11,https://leetcode.com/problems/ugly-number/
1185,Day of the Week,Easy,58.40%,77785,133201,222.05,https://leetcode.com/problems/day-of-the-week/
3242,Design Neighbor Sum Service,Easy,75.52%,40522,53659,221.47,https://leetcode.com/problems/design-neighbor-sum-service/
1952,Three Divisors,Easy,62.58%,102150,163226,221.27,https://leetcode.com/problems/three-divisors/
2704,To Be Or Not To Be,Easy,62.91%,287279,456682,221.08,https://leetcode.com/problems/to-be-or-not-to-be/
1873,Calculate Special Bonus,Easy,57.33%,286871,500396,220.97,https://leetcode.com/problems/calculate-special-bonus/
1854,Maximum Population Year,Easy,62.55%,93104,148855,220.7,https://leetcode.com/problems/maximum-population-year/
3079,Find the Sum of Encrypted Integers,Easy,73.44%,53754,73196,220.5,https://leetcode.com/problems/find-the-sum-of-encrypted-integers/
1407,Top Travellers,Easy,57.11%,162470,284505,220.16,https://leetcode.com/problems/top-travellers/
2078,Two Furthest Houses With Different Colors,Easy,65.52%,73840,112697,219.59,https://leetcode.com/problems/two-furthest-houses-with-different-colors/
2544,Alternating Digit Sum,Easy,68.38%,78706,115101,219.55,https://leetcode.com/problems/alternating-digit-sum/
2138,Divide a String Into Groups of Size k,Easy,67.38%,54778,81293,219.39,https://leetcode.com/problems/divide-a-string-into-groups-of-size-k/
551,Student Attendance Record I,Easy,49.56%,253186,510837,219.15,https://leetcode.com/problems/student-attendance-record-i/
3270,Find the Key of the Numbers,Easy,75.94%,45986,60555,219.05,https://leetcode.com/problems/find-the-key-of-the-numbers/
22,Generate Parentheses,Medium,76.90%,2323837,3022047,218.46,https://leetcode.com/problems/generate-parentheses/
3461,Check If Digits Are Equal in String After Operations I,Easy,77.26%,47911,62011,218.39,https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-i/
405,Convert a Number to Hexadecimal,Easy,50.66%,175027,345476,218.1,https://leetcode.com/problems/convert-a-number-to-hexadecimal/
643,Maximum Average Subarray I,Easy,45.11%,806264,1787321,218.08,https://leetcode.com/problems/maximum-average-subarray-i/
747,Largest Number At Least Twice of Others,Easy,50.61%,292016,576984,218.03,https://leetcode.com/problems/largest-number-at-least-twice-of-others/
504,Base 7,Easy,51.77%,162987,314830,217.81,https://leetcode.com/problems/base-7/
168,Excel Sheet Column Title,Easy,43.26%,620756,1434923,217.61,https://leetcode.com/problems/excel-sheet-column-title/
2578,Split With Minimum Sum,Easy,72.01%,44129,61284,217.48,https://leetcode.com/problems/split-with-minimum-sum/
48,Rotate Image,Medium,77.60%,2251581,2901571,217.34,https://leetcode.com/problems/rotate-image/
3028,Ant on the Boundary,Easy,73.57%,61572,83687,217.24,https://leetcode.com/problems/ant-on-the-boundary/
2129,Capitalize the Title,Easy,66.32%,79577,119994,217.24,https://leetcode.com/problems/capitalize-the-title/
3396,Minimum Number of Operations to Make Elements in Array Distinct,Easy,71.56%,170911,238827,216.49,https://leetcode.com/problems/minimum-number-of-operations-to-make-elements-in-array-distinct/
2562,Find the Array Concatenation Value,Easy,70.87%,59333,83715,216.45,https://leetcode.com/problems/find-the-array-concatenation-value/
367,Valid Perfect Square,Easy,44.13%,757811,1717160,216.3,https://leetcode.com/problems/valid-perfect-square/
2932,Maximum Strong Pair XOR I,Easy,74.60%,47743,63998,215.79,https://leetcode.com/problems/maximum-strong-pair-xor-i/
2848,Points That Intersect With Cars,Easy,72.76%,63206,86875,215.72,https://leetcode.com/problems/points-that-intersect-with-cars/
459,Repeated Substring Pattern,Easy,46.78%,521963,1115666,215.52,https://leetcode.com/problems/repeated-substring-pattern/
290,Word Pattern,Easy,42.97%,927337,2157997,215.38,https://leetcode.com/problems/word-pattern/
1752,Check if Array Is Sorted and Rotated,Easy,55.03%,597571,1085873,215.26,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/
1694,Reformat Phone Number,Easy,66.83%,44688,66864,215.0,https://leetcode.com/problems/reformat-phone-number/
674,Longest Continuous Increasing Subsequence,Easy,51.04%,305654,598826,214.71,https://leetcode.com/problems/longest-continuous-increasing-subsequence/
2399,Check Distances Between Same Letters,Easy,70.73%,56800,80311,214.26,https://leetcode.com/problems/check-distances-between-same-letters/
2951,Find the Peaks,Easy,73.99%,63848,86290,213.99,https://leetcode.com/problems/find-the-peaks/
997,Find the Town Judge,Easy,49.94%,663432,1328523,213.73,https://leetcode.com/problems/find-the-town-judge/
441,Arranging Coins,Easy,47.27%,525663,1112102,213.67,https://leetcode.com/problems/arranging-coins/
3258,Count Substrings That Satisfy K-Constraint I,Easy,77.76%,47450,61018,213.03,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-i/
2595,Number of Even and Odd Bits,Easy,72.50%,57704,79591,212.71,https://leetcode.com/problems/number-of-even-and-odd-bits/
2887,Fill Missing Data,Easy,72.26%,94642,130967,212.43,https://leetcode.com/problems/fill-missing-data/
237,Delete Node in a Linked List,Medium,82.06%,1692914,2063123,211.86,https://leetcode.com/problems/delete-node-in-a-linked-list/
2180,Count Integers With Even Digit Sum,Easy,68.56%,78659,114736,211.85,https://leetcode.com/problems/count-integers-with-even-digit-sum/
2475,Number of Unequal Triplets in Array,Easy,72.47%,52333,72213,211.76,https://leetcode.com/problems/number-of-unequal-triplets-in-array/
1089,Duplicate Zeros,Easy,52.71%,488769,927270,211.65,https://leetcode.com/problems/duplicate-zeros/
3375,Minimum Operations to Make Array Values Equal to K,Easy,73.47%,159986,217768,211.38,https://leetcode.com/problems/minimum-operations-to-make-array-values-equal-to-k/
3502,Minimum Cost to Reach Every Position,Easy,81.73%,32655,39955,211.29,https://leetcode.com/problems/minimum-cost-to-reach-every-position/
1925,Count Square Sum Triples,Easy,68.84%,55089,80020,210.82,https://leetcode.com/problems/count-square-sum-triples/
2506,Count Pairs Of Similar Strings,Easy,72.31%,61316,84791,210.67,https://leetcode.com/problems/count-pairs-of-similar-strings/
2309,Greatest English Letter in Upper and Lower Case,Easy,70.94%,63809,89950,210.27,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/
2706,Buy Two Chocolates,Easy,68.26%,203519,298148,210.14,https://leetcode.com/problems/buy-two-chocolates/
1446,Consecutive Characters,Easy,60.10%,195779,325731,209.63,https://leetcode.com/problems/consecutive-characters/
541,Reverse String II,Easy,51.96%,303154,583470,209.53,https://leetcode.com/problems/reverse-string-ii/
2248,Intersection of Multiple Arrays,Easy,68.39%,106959,156385,209.47,https://leetcode.com/problems/intersection-of-multiple-arrays/
2496,Maximum Value of a String in an Array,Easy,73.33%,55902,76238,208.76,https://leetcode.com/problems/maximum-value-of-a-string-in-an-array/
1633,Percentage of Users Attended a Contest,Easy,58.72%,370269,630588,208.68,https://leetcode.com/problems/percentage-of-users-attended-a-contest/
3158,Find the XOR of Numbers Which Appear Twice,Easy,77.50%,60110,77563,208.6,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice/
598,Range Addition II,Easy,57.19%,116306,203384,208.49,https://leetcode.com/problems/range-addition-ii/
1758,Minimum Changes To Make Alternating Binary String,Easy,63.70%,157783,247711,208.24,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string/
2788,Split Strings by Separator,Easy,74.69%,67824,90809,207.9,https://leetcode.com/problems/split-strings-by-separator/
78,Subsets,Medium,80.62%,2456293,3046775,207.87,https://leetcode.com/problems/subsets/
3184,Count Pairs That Form a Complete Day I,Easy,77.43%,67347,86973,207.75,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i/
812,Largest Triangle Area,Easy,61.83%,62745,101476,207.57,https://leetcode.com/problems/largest-triangle-area/
844,Backspace String Compare,Easy,49.45%,931455,1883557,207.48,https://leetcode.com/problems/backspace-string-compare/
2670,Find the Distinct Difference Array,Easy,75.92%,45505,59936,207.38,https://leetcode.com/problems/find-the-distinct-difference-array/
46,Permutations,Medium,80.47%,2565565,3188320,207.08,https://leetcode.com/problems/permutations/
3516,Find Closest Person,Easy,82.32%,40500,49199,206.89,https://leetcode.com/problems/find-closest-person/
3168,Minimum Number of Chairs in a Waiting Room,Easy,78.24%,62127,79403,206.16,https://leetcode.com/problems/minimum-number-of-chairs-in-a-waiting-room/
2062,Count Vowel Substrings of a String,Easy,71.03%,59419,83655,206.09,https://leetcode.com/problems/count-vowel-substrings-of-a-string/
2586,Count the Number of Vowel Strings in Range,Easy,73.45%,76348,103948,205.93,https://leetcode.com/problems/count-the-number-of-vowel-strings-in-range/
1071,Greatest Common Divisor of Strings,Easy,52.61%,763029,1450378,205.51,https://leetcode.com/problems/greatest-common-divisor-of-strings/
2960,Count Tested Devices After Test Operations,Easy,78.35%,48225,61547,205.18,https://leetcode.com/problems/count-tested-devices-after-test-operations/
69,Sqrt(x),Easy,40.25%,2535520,6298847,205.13,https://leetcode.com/problems/sqrtx/
2726,Calculator with Method Chaining,Easy,77.34%,43182,55831,205.03,https://leetcode.com/problems/calculator-with-method-chaining/
1496,Path Crossing,Easy,62.52%,180939,289393,204.62,https://leetcode.com/problems/path-crossing/
3340,Check Balanced String,Easy,80.48%,55665,69165,204.48,https://leetcode.com/problems/check-balanced-string/
976,Largest Perimeter Triangle,Easy,57.22%,272009,475385,204.27,https://leetcode.com/problems/largest-perimeter-triangle/
2283,Check if Number Has Equal Digit Count and Digit Value,Easy,72.33%,72263,99912,203.98,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value/
1078,Occurrences After Bigram,Easy,63.64%,82615,129812,203.78,https://leetcode.com/problems/occurrences-after-bigram/
1667,Fix Names in a Table,Easy,60.97%,344899,565683,203.74,https://leetcode.com/problems/fix-names-in-a-table/
2913,Subarrays Distinct Element Sum of Squares I,Easy,79.47%,39734,49996,203.6,https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-i/
1991,Find the Middle Index in Array,Easy,67.99%,127947,188184,203.13,https://leetcode.com/problems/find-the-middle-index-in-array/
1128,Number of Equivalent Domino Pairs,Easy,60.46%,184150,304581,203.13,https://leetcode.com/problems/number-of-equivalent-domino-pairs/
2379,Minimum Recolors to Get K Consecutive Black Blocks,Easy,68.45%,205641,300447,202.99,https://leetcode.com/problems/minimum-recolors-to-get-k-consecutive-black-blocks/
748,Shortest Completing Word,Easy,61.19%,92214,150697,202.92,https://leetcode.com/problems/shortest-completing-word/
1897,Redistribute Characters to Make All Strings Equal,Easy,66.78%,150159,224867,202.64,https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal/
401,Binary Watch,Easy,56.34%,164686,292321,202.32,https://leetcode.com/problems/binary-watch/
2264,Largest 3-Same-Digit Number in String,Easy,69.07%,164334,237921,201.94,https://leetcode.com/problems/largest-3-same-digit-number-in-string/
594,Longest Harmonious Subsequence,Easy,56.92%,199365,350236,201.82,https://leetcode.com/problems/longest-harmonious-subsequence/
2643,Row With Maximum Ones,Easy,74.73%,85308,114150,201.77,https://leetcode.com/problems/row-with-maximum-ones/
2891,Method Chaining,Easy,76.67%,81904,106824,201.53,https://leetcode.com/problems/method-chaining/
1189,Maximum Number of Balloons,Easy,59.72%,271749,455057,201.2,https://leetcode.com/problems/maximum-number-of-balloons/
2490,Circular Sentence,Easy,70.44%,179724,255133,201.17,https://leetcode.com/problems/circular-sentence/
2042,Check if Numbers Are Ascending in a Sentence,Easy,71.56%,73771,103085,201.17,https://leetcode.com/problems/check-if-numbers-are-ascending-in-a-sentence/
1507,Reformat Date,Easy,67.27%,86025,127877,201.08,https://leetcode.com/problems/reformat-date/
495,Teemo Attacking,Easy,56.91%,182922,321437,201.08,https://leetcode.com/problems/teemo-attacking/
1287,Element Appearing More Than 25% In Sorted Array,Easy,61.05%,237874,389661,201.07,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array/
326,Power of Three,Easy,47.87%,1009615,2109183,200.74,https://leetcode.com/problems/power-of-three/
993,Cousins in Binary Tree,Easy,57.99%,318201,548750,200.23,https://leetcode.com/problems/cousins-in-binary-tree/
342,Power of Four,Easy,49.32%,793664,1609195,200.12,https://leetcode.com/problems/power-of-four/
697,Degree of an Array,Easy,57.29%,244024,425923,200.02,https://leetcode.com/problems/degree-of-an-array/
2716,Minimize String Length,Easy,76.98%,67401,87556,199.82,https://leetcode.com/problems/minimize-string-length/
572,Subtree of Another Tree,Easy,49.77%,1048649,2107166,199.58,https://leetcode.com/problems/subtree-of-another-tree/
953,Verifying an Alien Dictionary,Easy,55.52%,549846,990333,199.16,https://leetcode.com/problems/verifying-an-alien-dictionary/
2651,Calculate Delayed Arrival Time,Easy,76.53%,71840,93868,198.98,https://leetcode.com/problems/calculate-delayed-arrival-time/
3019,Number of Changing Keys,Easy,79.60%,63696,80021,198.89,https://leetcode.com/problems/number-of-changing-keys/
744,Find Smallest Letter Greater Than Target,Easy,53.89%,589121,1093284,198.86,https://leetcode.com/problems/find-smallest-letter-greater-than-target/
3512,Minimum Operations to Make Array Sum Divisible by K,Easy,86.21%,31590,36641,198.73,https://leetcode.com/problems/minimum-operations-to-make-array-sum-divisible-by-k/
2057,Smallest Index With Equal Value,Easy,72.43%,75758,104598,198.57,https://leetcode.com/problems/smallest-index-with-equal-value/
3248,Snake in Matrix,Easy,81.45%,63853,78397,197.94,https://leetcode.com/problems/snake-in-matrix/
2255,Count Prefixes of a Given String,Easy,73.80%,79585,107833,197.77,https://leetcode.com/problems/count-prefixes-of-a-given-string/
2154,Keep Multiplying Found Values by Two,Easy,71.31%,118205,165769,197.7,https://leetcode.com/problems/keep-multiplying-found-values-by-two/
278,First Bad Version,Easy,45.78%,1919159,4192485,197.09,https://leetcode.com/problems/first-bad-version/
3427,Sum of Variable Length Subarrays,Easy,84.97%,41452,48784,197.01,https://leetcode.com/problems/sum-of-variable-length-subarrays/
2085,Count Common Words With One Occurrence,Easy,72.20%,93830,129956,196.87,https://leetcode.com/problems/count-common-words-with-one-occurrence/
1619,Mean of Array After Removing Some Elements,Easy,70.28%,73020,103898,196.71,https://leetcode.com/problems/mean-of-array-after-removing-some-elements/
2389,Longest Subsequence With Limited Sum,Easy,72.69%,137185,188731,196.26,https://leetcode.com/problems/longest-subsequence-with-limited-sum/
2733,Neither Minimum nor Maximum,Easy,75.89%,114036,150264,196.18,https://leetcode.com/problems/neither-minimum-nor-maximum/
1413,Minimum Value to Get Positive Step by Step Sum,Easy,64.79%,185531,286375,196.01,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/
1800,Maximum Ascending Subarray Sum,Easy,66.55%,226467,340292,195.78,https://leetcode.com/problems/maximum-ascending-subarray-sum/
2124,Check if All A's Appears Before All B's,Easy,72.40%,103792,143362,195.68,https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/
892,Surface Area of 3D Shapes,Easy,67.84%,46746,68907,195.57,https://leetcode.com/problems/surface-area-of-3d-shapes/
3300,Minimum Element After Replacement With Digit Sum,Easy,83.35%,55457,66534,195.29,https://leetcode.com/problems/minimum-element-after-replacement-with-digit-sum/
1779,Find Nearest Point That Has the Same X or Y Coordinate,Easy,69.31%,125742,181411,195.29,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate/
1903,Largest Odd Number in String,Easy,64.90%,389071,599499,195.27,https://leetcode.com/problems/largest-odd-number-in-string/
599,Minimum Index Sum of Two Lists,Easy,57.75%,273089,472920,195.22,https://leetcode.com/problems/minimum-index-sum-of-two-lists/
868,Binary Gap,Easy,64.51%,95478,147998,195.1,https://leetcode.com/problems/binary-gap/
2278,Percentage of Letter in String,Easy,74.44%,88540,118942,194.9,https://leetcode.com/problems/percentage-of-letter-in-string/
